Liam ate	eat ( agent = Liam )
a donut was given to a girl	give ( theme = donut , recipient = girl )
Oliver fed a sandwich to a butterfly	feed ( agent = Oliver , theme = sandwich , recipient = butterfly )
Emma lent a kitty the cake	lend ( agent = Emma , recipient = kitty , theme = * cake )
Avery appreciated the ball	appreciate ( agent = Avery , theme = * ball )
a donut was given to Noah	give ( theme = donut , recipient = Noah )
the melon was rolled by a girl	roll ( theme = * melon , agent = girl )
Ella wanted to sleep	want ( agent = Ella , xcomp = sleep ( agent = Ella ) )
the cake was called	call ( theme = * cake )
a present was given to Olivia	give ( theme = present , recipient = Olivia )
a box was liked by the duck	like ( theme = box , agent = * duck )
the boy ate	eat ( agent = * boy )
the glue was eaten	eat ( theme = * glue )
a champion tried to walk	try ( agent = champion , xcomp = walk ( agent = champion ) )
Mila gave a drink to a girl	give ( agent = Mila , theme = drink , recipient = girl )
Emma hoped that Brooklyn ate	hope ( agent = Emma , ccomp = eat ( agent = Brooklyn ) )
the boy was fed the melon in the vessel	feed ( recipient = * boy , theme = * melon ( nmod . in = * vessel ) )
the dog smiled	smile ( agent = * dog )
the bucket was eaten	eat ( theme = * bucket )
Owen was mailed a sandwich by Daniel	mail ( recipient = Owen , theme = sandwich , agent = Daniel )
a fly changed a bat	change ( agent = fly , theme = bat )
the soap was tolerated	tolerate ( theme = * soap )
Isabella was served the cake by Emma	serve ( recipient = Isabella , theme = * cake , agent = Emma )
Liam crumpled	crumple ( theme = Liam )
a driver lent a cake to the girl	lend ( agent = driver , theme = cake , recipient = * girl )
the patient hoped that the jigsaw was grown	hope ( agent = * patient , ccomp = grow ( theme = * jigsaw ) )
a girl wanted to sleep	want ( agent = girl , xcomp = sleep ( agent = girl ) )
the hero dreamed that Amelia planned to walk	dream ( agent = * hero , ccomp = plan ( agent = Amelia , xcomp = walk ( agent = Amelia ) ) )
a cat painted	paint ( agent = cat )
Abigail preferred to jog	prefer ( agent = Abigail , xcomp = jog ( agent = Abigail ) )
Liam gave a butterfly the cake	give ( agent = Liam , recipient = butterfly , theme = * cake )
Noah gave the banana to Logan	give ( agent = Noah , theme = * banana , recipient = Logan )
Sophia rented a deer the leaf beside a mirror	rent ( agent = Sophia , recipient = deer , theme = * leaf ( nmod . beside = mirror ) )
Emma saw a raisin	see ( agent = Emma , theme = raisin )
a teacher was offered a box by the cat	offer ( recipient = teacher , theme = box , agent = * cat )
Emma passed the rose on the computer to a girl	pass ( agent = Emma , theme = * rose ( nmod . on = * computer ) , recipient = girl )
the box was lent to the pig	lend ( theme = * box , recipient = * pig )
William wanted to walk	want ( agent = William , xcomp = walk ( agent = William ) )
a cloud was improved by a monster	improve ( theme = cloud , agent = monster )
a giraffe reddened Charlotte	redden ( agent = giraffe , theme = Charlotte )
a donut was found by a horse	find ( theme = donut , agent = horse )
a girl was fed a donut	feed ( recipient = girl , theme = donut )
Liam imagined that the button was eaten by the girl	imagine ( agent = Liam , ccomp = eat ( theme = * button , agent = * girl ) )
a cake was frozen	freeze ( theme = cake )
the princess gave the cat the cake beside the torch	give ( agent = * princess , recipient = * cat , theme = * cake ( nmod . beside = * torch ) )
the cake was floated by Lincoln	float ( theme = * cake , agent = Lincoln )
the donut was held	hold ( theme = * donut )
Emma was promised the cookie in the garden	promise ( recipient = Emma , theme = * cookie ( nmod . in = * garden ) )
a girl jogged	jog ( agent = girl )
a girl liked that the cookie improved	like ( agent = girl , ccomp = improve ( theme = * cookie ) )
a rose was given to the horse by Hannah	give ( theme = rose , recipient = * horse , agent = Hannah )
the fig was adored by Liam	adore ( theme = * fig , agent = Liam )
a girl burned the cake	burn ( agent = girl , theme = * cake )
Emma noticed that the boy packed the donut in the cup	notice ( agent = Emma , ccomp = pack ( agent = * boy , theme = * donut ( nmod . in = * cup ) ) )
a block was sold to a duck	sell ( theme = block , recipient = duck )
the cake was disintegrated by Audrey	disintegrate ( theme = * cake , agent = Audrey )
a cookie was dusted	dust ( theme = cookie )
a donut broke	break ( theme = donut )
Isabella thought that the melon was painted by Jack	think ( agent = Isabella , ccomp = paint ( theme = * melon , agent = Jack ) )
the president ate the penny	eat ( agent = * president , theme = * penny )
the cake was given to Liam	give ( theme = * cake , recipient = Liam )
Olivia was given the flower by the boy	give ( recipient = Olivia , theme = * flower , agent = * boy )
Emma lent the cake on the table to a giraffe	lend ( agent = Emma , theme = * cake ( nmod . on = * table ) , recipient = giraffe )
the cake was eaten by Sophia	eat ( theme = * cake , agent = Sophia )
Emma rolled a pillow	roll ( agent = Emma , theme = pillow )
the cake was lent to Jacob by Ethan	lend ( theme = * cake , recipient = Jacob , agent = Ethan )
Emma inflated	inflate ( theme = Emma )
Emma gasped	gasp ( agent = Emma )
Elijah was given the mirror on a bed by Emma	give ( recipient = Elijah , theme = * mirror ( nmod . on = bed ) , agent = Emma )
a cake was crumpled by the driver	crumple ( theme = cake , agent = * driver )
a donut was studied by the girl	study ( theme = donut , agent = * girl )
Noah floated the strawberry in a house	float ( agent = Noah , theme = * strawberry ( nmod . in = house ) )
Harper was served the raisin by a girl	serve ( recipient = Harper , theme = * raisin , agent = girl )
Olivia reddened a cake on a seat	redden ( agent = Olivia , theme = cake ( nmod . on = seat ) )
Ava wanted to nap	want ( agent = Ava , xcomp = nap ( agent = Ava ) )
a banana was lent to a monkey	lend ( theme = banana , recipient = monkey )
the brain was helped by the girl	help ( theme = * brain , agent = * girl )
Leo handed a donut in the house to Charlotte	hand ( agent = Leo , theme = donut ( nmod . in = * house ) , recipient = Charlotte )
Olivia preferred to eat	prefer ( agent = Olivia , xcomp = eat ( agent = Olivia ) )
the hamburger was dusted	dust ( theme = * hamburger )
the girl was sold the donut beside the stage	sell ( recipient = * girl , theme = * donut ( nmod . beside = * stage ) )
Nora needed to walk	need ( agent = Nora , xcomp = walk ( agent = Nora ) )
the cookie was given to Emma	give ( theme = * cookie , recipient = Emma )
the cookie was studied by the girl	study ( theme = * cookie , agent = * girl )
the boy gave Emma the melon in the glass	give ( agent = * boy , recipient = Emma , theme = * melon ( nmod . in = * glass ) )
Grayson was fed a cake	feed ( recipient = Grayson , theme = cake )
a fish crumpled the box	crumple ( agent = fish , theme = * box )
the cake was given to a boy	give ( theme = * cake , recipient = boy )
a rose was tossed by Olivia	toss ( theme = rose , agent = Olivia )
Emma intended to sleep	intend ( agent = Emma , xcomp = sleep ( agent = Emma ) )
a balloon was cleaned	clean ( theme = balloon )
the cake was worshipped	worship ( theme = * cake )
the box was helped by Emma	help ( theme = * box , agent = Emma )
the cookie was adored	adore ( theme = * cookie )
the cake rolled	roll ( theme = * cake )
the cake was given to a frog by the president	give ( theme = * cake , recipient = frog , agent = * president )
a cookie was held	hold ( theme = cookie )
a shoe was reddened by a dog	redden ( theme = shoe , agent = dog )
the cake was returned to James	return ( theme = * cake , recipient = James )
the rose was burned by Emma	burn ( theme = * rose , agent = Emma )
a girl screamed	scream ( agent = girl )
the cake was eaten by Emma	eat ( theme = * cake , agent = Emma )
the girl was given a ball on the hanger on a table by Noah	give ( recipient = * girl , theme = ball ( nmod . on = * hanger ( nmod . on = table ) ) , agent = Noah )
the raisin shortened	shorten ( theme = * raisin )
a rose was sent to a deer by Nathan	send ( theme = rose , recipient = deer , agent = Nathan )
a can was given to a teacher	give ( theme = can , recipient = teacher )
a girl liked a monkey	like ( agent = girl , theme = monkey )
Emma examined a cake beside the wolf	examine ( agent = Emma , theme = cake ( nmod . beside = * wolf ) )
a cake was promised to Emma	promise ( theme = cake , recipient = Emma )
a banana was liked by Sophia	like ( theme = banana , agent = Sophia )
a bird slept	sleep ( agent = bird )
Noah sent a girl the cake on a speaker beside a bed	send ( agent = Noah , recipient = girl , theme = * cake ( nmod . on = speaker ( nmod . beside = bed ) ) )
the horse was lent the strawberry	lend ( recipient = * horse , theme = * strawberry )
the girl lent a father the cake beside the table on the bed	lend ( agent = * girl , recipient = father , theme = * cake ( nmod . beside = * table ( nmod . on = * bed ) ) )
the bell was cleaned by Julian	clean ( theme = * bell , agent = Julian )
Liam helped the donut in the room	help ( agent = Liam , theme = * donut ( nmod . in = * room ) )
a boy ate a radio	eat ( agent = boy , theme = radio )
a cat ate the donut on a bed	eat ( agent = cat , theme = * donut ( nmod . on = bed ) )
the prince was served the donut beside the stage	serve ( recipient = * prince , theme = * donut ( nmod . beside = * stage ) )
a girl rolled a cake in the house	roll ( agent = girl , theme = cake ( nmod . in = * house ) )
a teacher ate a cake	eat ( agent = teacher , theme = cake )
the jacket was doubled	double ( theme = * jacket )
James ate	eat ( agent = James )
a donkey was given the cake beside a table	give ( recipient = donkey , theme = * cake ( nmod . beside = table ) )
the girl preferred to walk	prefer ( agent = * girl , xcomp = walk ( agent = * girl ) )
Olivia lent Ava a cake beside the chair	lend ( agent = Olivia , recipient = Ava , theme = cake ( nmod . beside = * chair ) )
a toy was rolled by Olivia	roll ( theme = toy , agent = Olivia )
Sofia ate	eat ( agent = Sofia )
the rose was liked by a lawyer	like ( theme = * rose , agent = lawyer )
a donut was rolled	roll ( theme = donut )
the cake was appreciated	appreciate ( theme = * cake )
the baby crumpled a pony	crumple ( agent = * baby , theme = pony )
a cake was frozen by a lion	freeze ( theme = cake , agent = lion )
a banana was offered to Liam by Emma	offer ( theme = banana , recipient = Liam , agent = Emma )
the wine was doubled by Sofia	double ( theme = * wine , agent = Sofia )
a box was painted	paint ( theme = box )
the girl stabbed a cat	stab ( agent = * girl , theme = cat )
Oliver smiled	smile ( agent = Oliver )
Alexander worshipped Liam	worship ( agent = Alexander , theme = Liam )
Liam wanted to cook	want ( agent = Liam , xcomp = cook ( agent = Liam ) )
Emma liked that a cake was loved	like ( agent = Emma , ccomp = love ( theme = cake ) )
William painted	paint ( agent = William )
a raisin was frozen by the girl	freeze ( theme = raisin , agent = * girl )
a girl packed	pack ( agent = girl )
Scarlett painted Jacob	paint ( agent = Scarlett , theme = Jacob )
a hammer was floated	float ( theme = hammer )
the donut was passed to Liam	pass ( theme = * donut , recipient = Liam )
Liam napped	nap ( agent = Liam )
the bunny adored a girl on the stage	adore ( agent = * bunny , theme = girl ( nmod . on = * stage ) )
the wolf danced	dance ( agent = * wolf )
Emma handed the cake beside the stage to a girl	hand ( agent = Emma , theme = * cake ( nmod . beside = * stage ) , recipient = girl )
Emma wanted to nap	want ( agent = Emma , xcomp = nap ( agent = Emma ) )
Emma painted the melon beside the worm	paint ( agent = Emma , theme = * melon ( nmod . beside = * worm ) )
Emma was lent a cake in a room by the baby	lend ( recipient = Emma , theme = cake ( nmod . in = room ) , agent = * baby )
Aurora lent a donut to the chicken	lend ( agent = Aurora , theme = donut , recipient = * chicken )
the flag was poked	poke ( theme = * flag )
the donut was eaten by a professor	eat ( theme = * donut , agent = professor )
James helped the child in a vehicle	help ( agent = James , theme = * child ( nmod . in = vehicle ) )
the girl wished to run	wish ( agent = * girl , xcomp = run ( agent = * girl ) )
Emma burned	burn ( theme = Emma )
the girl wanted to eat	want ( agent = * girl , xcomp = eat ( agent = * girl ) )
a friend cooked a mirror in a room	cook ( agent = friend , theme = mirror ( nmod . in = room ) )
Emma liked that the cookie froze	like ( agent = Emma , ccomp = freeze ( theme = * cookie ) )
the donut was eaten	eat ( theme = * donut )
Emma preferred to walk	prefer ( agent = Emma , xcomp = walk ( agent = Emma ) )
Daniel painted	paint ( agent = Daniel )
the watch was brought to William by Noah	bring ( theme = * watch , recipient = William , agent = Noah )
the game disintegrated	disintegrate ( theme = * game )
Liam was lent a pickle in a cup	lend ( recipient = Liam , theme = pickle ( nmod . in = cup ) )
James was brought a cake by a sailor	bring ( recipient = James , theme = cake , agent = sailor )
the king sold a cake beside the table in a house to the cat	sell ( agent = * king , theme = cake ( nmod . beside = * table ( nmod . in = house ) ) , recipient = * cat )
Ellie liked a cake	like ( agent = Ellie , theme = cake )
the bear rolled	roll ( theme = * bear )
the cake was sketched by the baby	sketch ( theme = * cake , agent = * baby )
the donut was grown	grow ( theme = * donut )
a box was juggled	juggle ( theme = box )
the cake was rolled by Sebastian	roll ( theme = * cake , agent = Sebastian )
a puppy preferred to walk	prefer ( agent = puppy , xcomp = walk ( agent = puppy ) )
a melon was adored by Isabella	adore ( theme = melon , agent = Isabella )
the toothbrush was rolled	roll ( theme = * toothbrush )
Emma poked Oliver	poke ( agent = Emma , theme = Oliver )
Emma reddened a baby	redden ( agent = Emma , theme = baby )
the ring was fed to Nathan	feed ( theme = * ring , recipient = Nathan )
Noah was sold the donut in a coffin	sell ( recipient = Noah , theme = * donut ( nmod . in = coffin ) )
a banana was given to the boy	give ( theme = banana , recipient = * boy )
the boy was awarded a cake on a table	award ( recipient = * boy , theme = cake ( nmod . on = table ) )
the consumer tried to sneeze	try ( agent = * consumer , xcomp = sneeze ( agent = * consumer ) )
the mouse liked James	like ( agent = * mouse , theme = James )
a boy tolerated that a crystal was lent to a bird by a girl	tolerate ( agent = boy , ccomp = lend ( theme = crystal , recipient = bird , agent = girl ) )
a monster was given the box beside the table by a girl	give ( recipient = monster , theme = * box ( nmod . beside = * table ) , agent = girl )
Emma sold the bunny a fig	sell ( agent = Emma , recipient = * bunny , theme = fig )
the boy liked that Michael loved a cake beside a table	like ( agent = * boy , ccomp = love ( agent = Michael , theme = cake ( nmod . beside = table ) ) )
the girl liked to read	like ( agent = * girl , xcomp = read ( agent = * girl ) )
a cake was touched	touch ( theme = cake )
the cake was respected	respect ( theme = * cake )
a girl was offered a cake by Emma	offer ( recipient = girl , theme = cake , agent = Emma )
Emma proved that the boy ate the cake	prove ( agent = Emma , ccomp = eat ( agent = * boy , theme = * cake ) )
Elijah rolled	roll ( theme = Elijah )
James thought that Amelia split	think ( agent = James , ccomp = split ( theme = Amelia ) )
a cake was juggled	juggle ( theme = cake )
the lion was given the cake on the pillow	give ( recipient = * lion , theme = * cake ( nmod . on = * pillow ) )
the boy confessed that the cake was cleaned	confess ( agent = * boy , ccomp = clean ( theme = * cake ) )
the crayon was pierced by Nora	pierce ( theme = * crayon , agent = Nora )
Wyatt gave a girl a box beside a lamp	give ( agent = Wyatt , recipient = girl , theme = box ( nmod . beside = lamp ) )
the cat burned the cake in a tin	burn ( agent = * cat , theme = * cake ( nmod . in = tin ) )
a child threw a strawberry beside the stage	throw ( agent = child , theme = strawberry ( nmod . beside = * stage ) )
Emma liked a cookie	like ( agent = Emma , theme = cookie )
a toothbrush was rolled by the cat	roll ( theme = toothbrush , agent = * cat )
the basket was studied	study ( theme = * basket )
the tiger disintegrated Noah	disintegrate ( agent = * tiger , theme = Noah )
a gumball was rolled by Emma	roll ( theme = gumball , agent = Emma )
a girl observed a dog in the house	observe ( agent = girl , theme = dog ( nmod . in = * house ) )
Oliver gave the cake to Liam	give ( agent = Oliver , theme = * cake , recipient = Liam )
Noah cried	cry ( agent = Noah )
a sandwich rolled	roll ( theme = sandwich )
the chemical was drawn	draw ( theme = * chemical )
the bear fed Liam a cake on the canvas	feed ( agent = * bear , recipient = Liam , theme = cake ( nmod . on = * canvas ) )
a boy liked the cake beside a speaker	like ( agent = boy , theme = * cake ( nmod . beside = speaker ) )
the strawberry was rolled	roll ( theme = * strawberry )
Leah gave the donut beside a table to Olivia	give ( agent = Leah , theme = * donut ( nmod . beside = table ) , recipient = Olivia )
the cookie was liked by Liam	like ( theme = * cookie , agent = Liam )
the girl slept	sleep ( agent = * girl )
a cookie was rolled	roll ( theme = cookie )
a girl imagined that Emma was sold a cake	imagine ( agent = girl , ccomp = sell ( recipient = Emma , theme = cake ) )
Emma liked that a pillow was poked	like ( agent = Emma , ccomp = poke ( theme = pillow ) )
the girl painted	paint ( agent = * girl )
Olivia was given the pencil	give ( recipient = Olivia , theme = * pencil )
a cup was eaten	eat ( theme = cup )
a bowl was touched by Emma	touch ( theme = bowl , agent = Emma )
a judge drew	draw ( agent = judge )
a girl gave the cake on a seat to Charlotte	give ( agent = girl , theme = * cake ( nmod . on = seat ) , recipient = Charlotte )
a lollipop was lent to a teacher by Emma	lend ( theme = lollipop , recipient = teacher , agent = Emma )
the girl returned a donut on the truck to a monkey	return ( agent = * girl , theme = donut ( nmod . on = * truck ) , recipient = monkey )
Aubrey poked the donut	poke ( agent = Aubrey , theme = * donut )
the box was liked	like ( theme = * box )
a spoon was helped	help ( theme = spoon )
David reddened a cake beside a bike	redden ( agent = David , theme = cake ( nmod . beside = bike ) )
the priest cooked the rose on a table in the room	cook ( agent = * priest , theme = * rose ( nmod . on = table ( nmod . in = * room ) ) )
a donut was liked by a mouse	like ( theme = donut , agent = mouse )
the banana was rolled	roll ( theme = * banana )
the raisin was poked	poke ( theme = * raisin )
a cake was given to William	give ( theme = cake , recipient = William )
the cookie was rented to a frog by Noah	rent ( theme = * cookie , recipient = frog , agent = Noah )
Evelyn was sold the donut beside the table by a girl	sell ( recipient = Evelyn , theme = * donut ( nmod . beside = * table ) , agent = girl )
a girl supported that Liam dreamed that a strawberry was decomposed	support ( agent = girl , ccomp = dream ( agent = Liam , ccomp = decompose ( theme = strawberry ) ) )
a cat sketched Noah	sketch ( agent = cat , theme = Noah )
Liam awarded the child a cake	award ( agent = Liam , recipient = * child , theme = cake )
Ava admired a boy on a log	admire ( agent = Ava , theme = boy ( nmod . on = log ) )
a game was helped	help ( theme = game )
the donut froze	freeze ( theme = * donut )
Olivia wanted to nap	want ( agent = Olivia , xcomp = nap ( agent = Olivia ) )
Emma disintegrated a boy	disintegrate ( agent = Emma , theme = boy )
a donut was pierced	pierce ( theme = donut )
Emma gave a boy the rose in the vessel	give ( agent = Emma , recipient = boy , theme = * rose ( nmod . in = * vessel ) )
a cake was poked by a monkey	poke ( theme = cake , agent = monkey )
Sebastian painted a cookie in the vehicle on a table	paint ( agent = Sebastian , theme = cookie ( nmod . in = * vehicle ( nmod . on = table ) ) )
Liam intended to run	intend ( agent = Liam , xcomp = run ( agent = Liam ) )
Zoey liked the cup in the car	like ( agent = Zoey , theme = * cup ( nmod . in = * car ) )
Alexander poked the boy on the tree	poke ( agent = Alexander , theme = * boy ( nmod . on = * tree ) )
a cake was sold to Liam by a coach	sell ( theme = cake , recipient = Liam , agent = coach )
Mia liked that a sandwich was given to Liam by Lucas	like ( agent = Mia , ccomp = give ( theme = sandwich , recipient = Liam , agent = Lucas ) )
a monster liked Charlotte	like ( agent = monster , theme = Charlotte )
a patient gave the donut beside a table to the bear	give ( agent = patient , theme = * donut ( nmod . beside = table ) , recipient = * bear )
a cake was helped by Ava	help ( theme = cake , agent = Ava )
a girl hunted a cake	hunt ( agent = girl , theme = cake )
Liam reddened	redden ( theme = Liam )
Noah dreamed that a bat was given to the dog	dream ( agent = Noah , ccomp = give ( theme = bat , recipient = * dog ) )
Liam liked a cake on the surface	like ( agent = Liam , theme = cake ( nmod . on = * surface ) )
a donut was posted to a chief by Emma	post ( theme = donut , recipient = chief , agent = Emma )
a cake was liked	like ( theme = cake )
a box was mailed to a girl	mail ( theme = box , recipient = girl )
the girl rented the donut to the child	rent ( agent = * girl , theme = * donut , recipient = * child )
a girl hoped to run	hope ( agent = girl , xcomp = run ( agent = girl ) )
a lamb liked Riley	like ( agent = lamb , theme = Riley )
the flag was given to a girl by Noah	give ( theme = * flag , recipient = girl , agent = Noah )
Emma needed to walk	need ( agent = Emma , xcomp = walk ( agent = Emma ) )
a drink was burned by the queen	burn ( theme = drink , agent = * queen )
a bird was given a bowl	give ( recipient = bird , theme = bowl )
a glue was passed to the lion by Liam	pass ( theme = glue , recipient = * lion , agent = Liam )
a kid liked Emma	like ( agent = kid , theme = Emma )
the bottle was passed to a chicken by the boy	pass ( theme = * bottle , recipient = chicken , agent = * boy )
a cake rolled	roll ( theme = cake )
a cookie was passed to Emma	pass ( theme = cookie , recipient = Emma )
Mason meant that a cookie was found by a girl	mean ( agent = Mason , ccomp = find ( theme = cookie , agent = girl ) )
a dog ate	eat ( agent = dog )
the butterfly was fed the rose beside a table by a bird	feed ( recipient = * butterfly , theme = * rose ( nmod . beside = table ) , agent = bird )
the professor said that the bat was painted	say ( agent = * professor , ccomp = paint ( theme = * bat ) )
a cookie was valued	value ( theme = cookie )
Emma helped a boy	help ( agent = Emma , theme = boy )
a block was served to a cat by a boy	serve ( theme = block , recipient = cat , agent = boy )
Evelyn worshipped Sebastian	worship ( agent = Evelyn , theme = Sebastian )
the girl called Liam	call ( agent = * girl , theme = Liam )
Emma gave the cake on a table to the frog	give ( agent = Emma , theme = * cake ( nmod . on = table ) , recipient = * frog )
a boy noticed	notice ( agent = boy )
a sweetcorn was liked by Ava	like ( theme = sweetcorn , agent = Ava )
the bean was liked	like ( theme = * bean )
Emma dusted Noah	dust ( agent = Emma , theme = Noah )
a rose was frozen	freeze ( theme = rose )
the girl painted Luke	paint ( agent = * girl , theme = Luke )
the cake was broken by Alexander	break ( theme = * cake , agent = Alexander )
a cake was sold to the boy by the lion	sell ( theme = cake , recipient = * boy , agent = * lion )
the box was fed to Emma	feed ( theme = * box , recipient = Emma )
the champion ate	eat ( agent = * champion )
Emma sold the boy a doll beside a table	sell ( agent = Emma , recipient = * boy , theme = doll ( nmod . beside = table ) )
the raisin was liked	like ( theme = * raisin )
the strawberry was cooked by Emma	cook ( theme = * strawberry , agent = Emma )
the cat decomposed a girl on the table	decompose ( agent = * cat , theme = girl ( nmod . on = * table ) )
the turtle liked that the girl wired a crystal to Harper	like ( agent = * turtle , ccomp = wire ( agent = * girl , theme = crystal , recipient = Harper ) )
the cake was given to a girl	give ( theme = * cake , recipient = girl )
the girl sold a toothbrush to Emma	sell ( agent = * girl , theme = toothbrush , recipient = Emma )
a girl doubled	double ( theme = girl )
the boy cleaned Ella	clean ( agent = * boy , theme = Ella )
a shoe was burned	burn ( theme = shoe )
the chicken liked that a cookie froze	like ( agent = * chicken , ccomp = freeze ( theme = cookie ) )
a crayon was rolled by Benjamin	roll ( theme = crayon , agent = Benjamin )
William nursed a cake beside the sculpture	nurse ( agent = William , theme = cake ( nmod . beside = * sculpture ) )
the cookie was sold to the cat by Emma	sell ( theme = * cookie , recipient = * cat , agent = Emma )
the dog walked	walk ( agent = * dog )
the bottle snapped	snap ( theme = * bottle )
the yogurt was passed to a dog	pass ( theme = * yogurt , recipient = dog )
a girl was fed a cake	feed ( recipient = girl , theme = cake )
the cake was painted by a girl	paint ( theme = * cake , agent = girl )
the cat needed to walk	need ( agent = * cat , xcomp = walk ( agent = * cat ) )
the lion ate	eat ( agent = * lion )
a rose was sketched	sketch ( theme = rose )
the frog inflated the crocodile in the room	inflate ( agent = * frog , theme = * crocodile ( nmod . in = * room ) )
the girl drew Sofia	draw ( agent = * girl , theme = Sofia )
the cake was drawn by Emma	draw ( theme = * cake , agent = Emma )
a journalist rented a drink in a truck to Liam	rent ( agent = journalist , theme = drink ( nmod . in = truck ) , recipient = Liam )
Liam floated	float ( theme = Liam )
the melon was rolled by Elizabeth	roll ( theme = * melon , agent = Elizabeth )
a girl reddened Liam	redden ( agent = girl , theme = Liam )
Emma liked a boy	like ( agent = Emma , theme = boy )
the sandwich improved	improve ( theme = * sandwich )
a girl shortened	shorten ( theme = girl )
the pencil was rolled	roll ( theme = * pencil )
the frog gave the girl a rose beside the table	give ( agent = * frog , recipient = * girl , theme = rose ( nmod . beside = * table ) )
a boy wanted to sleep	want ( agent = boy , xcomp = sleep ( agent = boy ) )
the donut inflated	inflate ( theme = * donut )
a cake was floated by Ava	float ( theme = cake , agent = Ava )
the cat painted	paint ( agent = * cat )
the cake was offered to a baby by Emma	offer ( theme = * cake , recipient = baby , agent = Emma )
a teacher sneezed	sneeze ( agent = teacher )
a bottle was offered to Emma by Nathan	offer ( theme = bottle , recipient = Emma , agent = Nathan )
Noah passed the drink in the mug to a boy	pass ( agent = Noah , theme = * drink ( nmod . in = * mug ) , recipient = boy )
Sophia hunted the teacher	hunt ( agent = Sophia , theme = * teacher )
the key was helped by Emma	help ( theme = * key , agent = Emma )
Emma doubled	double ( theme = Emma )
a boy cleaned the cake on a bed	clean ( agent = boy , theme = * cake ( nmod . on = bed ) )
Jacob lent the cake on the box to Ava	lend ( agent = Jacob , theme = * cake ( nmod . on = * box ) , recipient = Ava )
a donut was awarded to Emma by Alexander	award ( theme = donut , recipient = Emma , agent = Alexander )
a prisoner dusted the book	dust ( agent = prisoner , theme = * book )
the cake was handed to Emma	hand ( theme = * cake , recipient = Emma )
a cracker was found by a chicken	find ( theme = cracker , agent = chicken )
a cat crumpled Liam	crumple ( agent = cat , theme = Liam )
Camila attempted to walk	attempt ( agent = Camila , xcomp = walk ( agent = Camila ) )
a boy enlarged	enlarge ( theme = boy )
the donut was broken	break ( theme = * donut )
Emily liked the box	like ( agent = Emily , theme = * box )
a donut was poked	poke ( theme = donut )
a donut was liked	like ( theme = donut )
Liam was given a cake by the girl	give ( recipient = Liam , theme = cake , agent = * girl )
Liam rolled a professor in the cup	roll ( agent = Liam , theme = professor ( nmod . in = * cup ) )
a cup was admired by Elizabeth	admire ( theme = cup , agent = Elizabeth )
Isabella fed the chalk to the girl	feed ( agent = Isabella , theme = * chalk , recipient = * girl )
a teacher sold a cake to the cat	sell ( agent = teacher , theme = cake , recipient = * cat )
Sofia tolerated a melon	tolerate ( agent = Sofia , theme = melon )
Isabella liked that the cake was fed to the hero by a writer	like ( agent = Isabella , ccomp = feed ( theme = * cake , recipient = * hero , agent = writer ) )
Emma believed that Mia mailed a cake to a girl	believe ( agent = Emma , ccomp = mail ( agent = Mia , theme = cake , recipient = girl ) )
a cake was found by Carter	find ( theme = cake , agent = Carter )
Noah painted	paint ( agent = Noah )
Emma laughed	laugh ( agent = Emma )
Emma found a girl in the bookstore in the house	find ( agent = Emma , theme = girl ( nmod . in = * bookstore ( nmod . in = * house ) ) )
Ava was sold the sandwich on a table	sell ( recipient = Ava , theme = * sandwich ( nmod . on = table ) )
the cat was loaned the raisin in a room in the car by Liam	loan ( recipient = * cat , theme = * raisin ( nmod . in = room ( nmod . in = * car ) ) , agent = Liam )
Sofia painted	paint ( agent = Sofia )
a father ate	eat ( agent = father )
a jigsaw was eaten	eat ( theme = jigsaw )
a drink burned	burn ( theme = drink )
Olivia rented a cake beside the bed to a bear	rent ( agent = Olivia , theme = cake ( nmod . beside = * bed ) , recipient = bear )
the writer examined a cookie on the surface	examine ( agent = * writer , theme = cookie ( nmod . on = * surface ) )
the needle was burned	burn ( theme = * needle )
a box was posted to a girl by Emma	post ( theme = box , recipient = girl , agent = Emma )
the hammer was split by the captain	split ( theme = * hammer , agent = * captain )
Emma gave the pencil to a frog	give ( agent = Emma , theme = * pencil , recipient = frog )
Aurora hunted Emma	hunt ( agent = Aurora , theme = Emma )
a cake was split by the politician	split ( theme = cake , agent = * politician )
the drink was admired	admire ( theme = * drink )
John gave a girl the cookie	give ( agent = John , recipient = girl , theme = * cookie )
a girl rolled Olivia	roll ( agent = girl , theme = Olivia )
a cookie disintegrated	disintegrate ( theme = cookie )
the cake was liked	like ( theme = * cake )
the dealer improved a girl beside the bed	improve ( agent = * dealer , theme = girl ( nmod . beside = * bed ) )
the customer liked a cake on a road	like ( agent = * customer , theme = cake ( nmod . on = road ) )
the mandarin was reddened by a girl	redden ( theme = * mandarin , agent = girl )
a raisin was broken	break ( theme = raisin )
the girl painted the donut beside the bed	paint ( agent = * girl , theme = * donut ( nmod . beside = * bed ) )
Emma packed a cake in the house	pack ( agent = Emma , theme = cake ( nmod . in = * house ) )
Emma nursed	nurse ( agent = Emma )
a pupil froze a sandwich beside a vehicle	freeze ( agent = pupil , theme = sandwich ( nmod . beside = vehicle ) )
the rose was helped by Ava	help ( theme = * rose , agent = Ava )
a cup was broken by Scarlett	break ( theme = cup , agent = Scarlett )
the raisin was eaten by Liam	eat ( theme = * raisin , agent = Liam )
the boy liked the cake beside the table	like ( agent = * boy , theme = * cake ( nmod . beside = * table ) )
